4|1|3|5|23.0|4.0|7.0|0.21|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|40.0|4.0|7.0|0.002|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|99.0|6.0|7.0|0.05|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|3.0|6.0|7.0|0.07|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|20.0|6.0|7.0|0.06|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|43.0|3.0|7.0|0.23|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|23.0|3.0|7.0|0.02|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|13.0|3.0|7.0|0.32|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|23.0|4.0|7.0|0.21|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|40.0|4.0|7.0|0.002|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|99.0|6.0|7.0|0.05|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|3.0|6.0|7.0|0.07|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|20.0|6.0|7.0|0.06|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|53.0|5.0|7.0|0.12|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|43.0|3.0|7.0|0.23|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|23.0|3.0|7.0|0.02|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|13.0|3.0|7.0|0.32|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|23.0|4.0|7.0|0.21|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|40.0|4.0|7.0|0.002|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|99.0|6.0|7.0|0.05|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|3.0|6.0|7.0|0.07|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
4|1|3|5|20.0|6.0|7.0|0.06|a|good|2017-03-04|2017-03-10|2017-03-20|go|fly|bad
